22 2 13
25 2 50
20 2 15
41 2 29
26 2 34
50 2 17
38 2 107
3 2 53
19 2 29
15 2 46
13 2 92
39 2 2534
48 2 73
37 2 21
11 2 23
42 2 16
34 2 34
5 2 37
6 2 19
18 2 84
23 2 12
45 2 19
30 2 45
49 2 17
32 2 52
29 2 23
35 2 14
21 2 44
44 2 14
28 2 25
33 2 14
12 2 24
4 2 18
14 2 18
16 2 49
7 2 21
31 2 16
1 2 27
10 2 53
47 2 36
36 2 23
17 2 66
9 2 23
8 2 58
24 2 122
43 2 13
28 10 32
17 10 117
11 10 30
16 10 46
48 10 22
7 10 32
18 10 74
38 10 53
12 10 40
30 10 58
20 10 21
22 10 21
32 10 25
15 10 79
50 10 46
31 10 23
8 10 69
14 10 25
37 10 28
9 10 32
34 10 41
5 10 49
33 10 21
13 10 70
1 10 53
4 10 48
23 10 19
19 10 34
24 10 49
6 10 111
45 10 26
3 10 135
19 50 27
24 50 32
25 50 51
34 50 34
36 50 23
22 50 23
15 50 42
39 50 15
30 50 66
18 50 43
14 50 18
37 50 27
3 50 75
23 50 13
12 50 30
21 50 45
11 50 24
20 50 14
8 50 22
4 50 18
6 50 25
9 50 38
5 50 39
35 50 14
26 50 34
1 50 28
17 50 66
13 50 85
33 50 18
17 7 97
23 7 13
22 7 14
28 7 112
29 7 81
18 7 39
3 7 65
33 7 47
4 7 23
16 7 47
13 7 41
12 7 25
43 7 14
15 7 49
35 7 14
14 7 51
11 7 38
31 7 16
20 7 15
19 7 28
6 7 100
5 7 27
8 7 57
9 7 67
48 7 15
37 7 59
32 7 19
1 7 65
34 33 31
22 33 13
17 33 63
40 33 12
18 33 36
3 33 74
38 33 69
29 33 27
15 33 33
21 33 41
13 33 55
20 33 11
14 33 30
31 33 14
4 33 16
8 33 22
26 33 31
19 33 25
11 33 21
1 33 55
9 33 21
5 33 24
6 33 17
34 21 61
6 21 49
49 21 4554
35 21 41
13 21 71
47 21 51
17 21 99
29 21 70
9 21 51
14 21 45
18 21 65
39 21 43
1 21 51
16 21 106
8 21 49
10 21 51
3 21 94
25 21 107
26 21 62
15 21 59
11 21 97
41 21 107
43 21 41
19 21 55
5 21 54
37 21 109
29 8 44
24 8 118
11 8 51
37 8 53
19 8 32
18 8 59
28 8 30
48 8 19
30 8 53
17 8 70
3 8 61
22 8 19
20 8 19
15 8 36
12 8 31
31 8 21
34 8 40
32 8 23
23 8 17
49 8 33
35 8 19
6 8 24
5 8 50
14 8 22
9 8 51
43 8 18
13 8 72
1 8 61
41 8 38
39 8 29
4 8 30
16 8 45
38 8 37
29 19 48
26 19 44
13 19 51
11 19 34
20 19 25
38 19 43
1 19 99
15 19 43
34 19 44
32 19 29
28 19 36
3 19 76
14 19 28
23 19 23
4 19 29
17 19 76
5 19 37
16 19 24
12 19 35
44 19 149
27 19 34
24 19 44
6 19 30
45 19 45
39 19 30
22 19 25
30 19 37
9 19 34
35 19 38
37 19 32
18 19 55
31 19 27
25 19 98
26 5 62
23 5 22
38 5 84
11 5 33
43 5 23
17 5 138
3 5 97
20 5 24
12 5 34
32 5 28
41 5 52
6 5 29
14 5 28
28 5 35
13 5 107
29 5 33
39 5 24
47 5 22
4 5 28
9 5 35
18 5 117
27 5 78
37 5 65
35 5 39
22 5 23
1 5 33
30 5 35
15 5 106
25 5 102
31 5 26
36 5 33
49 5 27
16 5 63
12 48 23
6 48 194
26 48 219
14 48 15
13 48 110
32 48 16
19 48 80
18 48 36
23 48 10
9 48 21
43 48 11
15 48 93
4 48 16
38 48 35
17 48 98
11 48 21
36 48 20
24 48 33
28 48 26
3 48 127
45 48 17
25 48 117
1 48 21
31 48 14
35 48 12
32 16 15
20 16 19
38 16 67
43 16 10
35 16 11
23 16 9
11 16 20
22 16 11
24 16 73
17 16 95
9 16 40
37 16 65
31 16 13
6 16 143
13 16 54
4 16 38
14 16 15
1 16 56
15 16 29
18 16 42
30 16 50
3 16 131
12 16 21
45 16 27
49 16 4538
36 16 20
13 9 47
28 9 31
24 9 37
6 9 25
14 9 24
22 9 24
26 9 41
43 9 20
11 9 29
45 9 66
15 9 87
35 9 24
34 9 41
3 9 60
29 9 36
39 9 24
49 9 23
31 9 22
17 9 100
41 9 40
27 9 179
25 9 115
